Entry	Reviewed	Entry Name	Protein names	Gene Names	Organism	Length
Q9H4A3	reviewed	WNK1_HUMAN	Serine/threonine-protein kinase WNK1 (EC 2.7.11.1) (Erythrocyte 65 kDa protein) (p65) (Kinase deficient protein) (Protein kinase lysine-deficient 1) (Protein kinase with no lysine 1) (hWNK1)	WNK1 HSN2 KDP KIAA0344 PRKWNK1	Homo sapiens (Human)	2382
Q9H4A6	reviewed	GOLP3_HUMAN	Golgi phosphoprotein 3 (Coat protein GPP34) (Mitochondrial DNA absence factor) (MIDAS)	GOLPH3 GPP34	Homo sapiens (Human)	298
Q9H4B4	reviewed	PLK3_HUMAN	Serine/threonine-protein kinase PLK3 (EC 2.7.11.21) (Cytokine-inducible serine/threonine-protein kinase) (FGF-inducible kinase) (Polo-like kinase 3) (PLK-3) (Proliferation-related kinase)	PLK3 CNK FNK PRK	Homo sapiens (Human)	646
Q9H4B6	reviewed	SAV1_HUMAN	Protein salvador homolog 1 (45 kDa WW domain protein) (hWW45)	SAV1 WW45	Homo sapiens (Human)	383
Q9H4G4	reviewed	GAPR1_HUMAN	Golgi-associated plant pathogenesis-related protein 1 (GAPR-1) (Golgi-associated PR-1 protein) (Glioma pathogenesis-related protein 2) (GliPR 2)	GLIPR2 C9orf19 GAPR1	Homo sapiens (Human)	154
Q9H4H8	reviewed	FA83D_HUMAN	Protein FAM83D (Spindle protein CHICA)	FAM83D C20orf129	Homo sapiens (Human)	585
Q9H4I2	reviewed	ZHX3_HUMAN	Zinc fingers and homeoboxes protein 3 (Triple homeobox protein 1) (Zinc finger and homeodomain protein 3)	ZHX3 KIAA0395 TIX1	Homo sapiens (Human)	956
Q9H4I9	reviewed	EMRE_HUMAN	Essential MCU regulator, mitochondrial (Single-pass membrane protein with aspartate-rich tail 1, mitochondrial)	SMDT1 C22orf32 EMRE	Homo sapiens (Human)	107
Q9H4K7	reviewed	MTG2_HUMAN	Mitochondrial ribosome-associated GTPase 2 (GTP-binding protein 5) (Protein obg homolog 1) (ObgH1)	MTG2 GTPBP5 OBGH1	Homo sapiens (Human)	406
Q9H4L5	reviewed	OSBL3_HUMAN	Oxysterol-binding protein-related protein 3 (ORP-3) (OSBP-related protein 3)	OSBPL3 KIAA0704 ORP3 OSBP3	Homo sapiens (Human)	887
Q9H4L7	reviewed	SMRCD_HUMAN	SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily A containing DEAD/H box 1 (EC 3.6.4.12) (ATP-dependent helicase 1) (hHEL1)	SMARCAD1 KIAA1122	Homo sapiens (Human)	1026
Q9H4M3	reviewed	FBX44_HUMAN	F-box only protein 44 (F-box protein FBX30) (F-box/G-domain protein 3)	FBXO44 FBG3 FBX30 FBX44 FBX6A FBXO6A	Homo sapiens (Human)	255
Q9H4M7	reviewed	PKHA4_HUMAN	Pleckstrin homology domain-containing family A member 4 (PH domain-containing family A member 4) (Phosphoinositol 3-phosphate-binding protein 1) (PEPP-1)	PLEKHA4 PEPP1	Homo sapiens (Human)	779
Q9H4M9	reviewed	EHD1_HUMAN	EH domain-containing protein 1 (PAST homolog 1) (hPAST1) (Testilin)	EHD1 PAST PAST1 CDABP0131	Homo sapiens (Human)	534
Q9H4P4	reviewed	RNF41_HUMAN	E3 ubiquitin-protein ligase NRDP1 (EC 2.3.2.27) (RING finger protein 41) (RING-type E3 ubiquitin transferase NRDP1)	RNF41 FLRF NRDP1 SBBI03	Homo sapiens (Human)	317
Q9H4Q4	reviewed	PRD12_HUMAN	PR domain zinc finger protein 12 (EC 2.1.1.-) (PR domain-containing protein 12)	PRDM12 PFM9	Homo sapiens (Human)	367
Q9H4T2	reviewed	ZSC16_HUMAN	Zinc finger and SCAN domain-containing protein 16 (Zinc finger protein 392) (Zinc finger protein 435)	ZSCAN16 ZNF392 ZNF435	Homo sapiens (Human)	348
Q9H4W6	reviewed	COE3_HUMAN	Transcription factor COE3 (Early B-cell factor 3) (EBF-3) (Olf-1/EBF-like 2) (O/E-2) (OE-2)	EBF3 COE3	Homo sapiens (Human)	596
Q9H4Y5	reviewed	GSTO2_HUMAN	Glutathione S-transferase omega-2 (GSTO-2) (EC 2.5.1.18) (Glutathione S-transferase omega 2-2) (GSTO 2-2) (Glutathione-dependent dehydroascorbate reductase) (EC 1.8.5.1) (Monomethylarsonic acid reductase) (MMA(V) reductase) (EC 1.20.4.2)	GSTO2	Homo sapiens (Human)	243
Q9H4Z3	reviewed	CAPAM_HUMAN	mRNA (2'-O-methyladenosine-N(6)-)-methyltransferase (EC 2.1.1.62) (Cap-specific adenosine methyltransferase) (CAPAM) (hCAPAM) (Phosphorylated CTD-interacting factor 1) (hPCIF1) (Protein phosphatase 1 regulatory subunit 121)	PCIF1 C20orf67 CAPAM PPP1R121	Homo sapiens (Human)	704
Q9H583	reviewed	HEAT1_HUMAN	HEAT repeat-containing protein 1 (Protein BAP28) (U3 small nucleolar RNA-associated protein 10 homolog) [Cleaved into: HEAT repeat-containing protein 1, N-terminally processed]	HEATR1 BAP28 UTP10	Homo sapiens (Human)	2144
Q9H5F2	reviewed	CFA68_HUMAN	Cilia- and flagella-associated protein 68	CFAP68 C11orf1	Homo sapiens (Human)	150
Q9H5I1	reviewed	SUV92_HUMAN	Histone-lysine N-methyltransferase SUV39H2 (EC 2.1.1.355) (Histone H3-K9 methyltransferase 2) (H3-K9-HMTase 2) (Lysine N-methyltransferase 1B) (Suppressor of variegation 3-9 homolog 2) (Su(var)3-9 homolog 2)	SUV39H2 KMT1B	Homo sapiens (Human)	410
Q9H5P4	reviewed	PDZD7_HUMAN	PDZ domain-containing protein 7	PDZD7 PDZK7	Homo sapiens (Human)	1033
Q9H5Q4	reviewed	TFB2M_HUMAN	Dimethyladenosine transferase 2, mitochondrial (EC 2.1.1.-) (Hepatitis C virus NS5A-transactivated protein 5) (HCV NS5A-transactivated protein 5) (Mitochondrial 12S rRNA dimethylase 2) (Mitochondrial transcription factor B2) (h-mtTFB) (h-mtTFB2) (hTFB2M) (mtTFB2) (S-adenosylmethionine-6-N', N'-adenosyl(rRNA) dimethyltransferase 2)	TFB2M NS5ATP5	Homo sapiens (Human)	396
Q9H5U6	reviewed	ZCHC4_HUMAN	rRNA N(6)-adenosine-methyltransferase ZCCHC4 (EC 2.1.1.-) (Zinc finger CCHC domain-containing protein 4)	ZCCHC4	Homo sapiens (Human)	513
Q9H5V9	reviewed	STEEP_HUMAN	STING ER exit protein (STEEP)	STEEP1 CXorf56	Homo sapiens (Human)	222
Q9H5X1	reviewed	CIA2A_HUMAN	Cytosolic iron-sulfur assembly component 2A (MIP18 family protein FAM96A)	CIAO2A CIA2A FAM96A	Homo sapiens (Human)	160
Q9H611	reviewed	PIF1_HUMAN	ATP-dependent DNA helicase PIF1 (EC 3.6.4.12) (DNA repair and recombination helicase PIF1) (PIF1/RRM3 DNA helicase-like protein)	PIF1 C15orf20	Homo sapiens (Human)	641
Q9H633	reviewed	RPP21_HUMAN	Ribonuclease P protein subunit p21 (RNaseP protein p21) (Ribonuclease P/MRP 21 kDa subunit) (Ribonucleoprotein V)	RPP21 C6orf135 CAT60	Homo sapiens (Human)	154
Q9H668	reviewed	STN1_HUMAN	CST complex subunit STN1 (Oligonucleotide/oligosaccharide-binding fold-containing protein 1) (Suppressor of cdc thirteen homolog)	STN1 OBFC1	Homo sapiens (Human)	368
Q9H694	reviewed	BICC1_HUMAN	Protein bicaudal C homolog 1 (Bic-C)	BICC1	Homo sapiens (Human)	974
Q9H6D3	reviewed	XKR8_HUMAN	XK-related protein 8 (hXkr8) [Cleaved into: XK-related protein 8, processed form]	XKR8 XRG8	Homo sapiens (Human)	395
Q9H6D7	reviewed	HAUS4_HUMAN	HAUS augmin-like complex subunit 4	HAUS4 C14orf94	Homo sapiens (Human)	363
Q9H6E5	reviewed	STPAP_HUMAN	Speckle targeted PIP5K1A-regulated poly(A) polymerase (Star-PAP) (EC 2.7.7.19) (RNA-binding motif protein 21) (RNA-binding protein 21) (U6 snRNA-specific terminal uridylyltransferase 1) (U6-TUTase) (EC 2.7.7.52)	TUT1 RBM21	Homo sapiens (Human)	874
Q9H6I2	reviewed	SOX17_HUMAN	Transcription factor SOX-17	SOX17	Homo sapiens (Human)	414
Q9H6K1	reviewed	ILRUN_HUMAN	Protein ILRUN (Inflammation and lipid regulator with UBA-like and NBR1-like domains protein)	ILRUN C6orf106	Homo sapiens (Human)	298
Q9H6L4	reviewed	ARMC7_HUMAN	Armadillo repeat-containing protein 7	ARMC7	Homo sapiens (Human)	198
Q9H6L5	reviewed	RETR1_HUMAN	Reticulophagy regulator 1 (Reticulophagy receptor 1)	RETREG1 FAM134B JK1	Homo sapiens (Human)	497
Q9H6P5	reviewed	TASP1_HUMAN	Threonine aspartase 1 (Taspase-1) (EC 3.4.25.-) [Cleaved into: Threonine aspartase subunit alpha; Threonine aspartase subunit beta]	TASP1 C20orf13	Homo sapiens (Human)	420
Q9H6Q3	reviewed	SLAP2_HUMAN	Src-like-adapter 2 (Modulator of antigen receptor signaling) (MARS) (Src-like adapter protein 2) (SLAP-2)	SLA2 C20orf156 SLAP2	Homo sapiens (Human)	261
Q9H6R4	reviewed	NOL6_HUMAN	Nucleolar protein 6 (Nucleolar RNA-associated protein) (Nrap)	NOL6	Homo sapiens (Human)	1146
Q9H6S0	reviewed	YTDC2_HUMAN	3'-5' RNA helicase YTHDC2 (EC 3.6.4.13) (YTH domain-containing protein 2) (hYTHDC2)	YTHDC2	Homo sapiens (Human)	1430
Q9H6S1	reviewed	AZI2_HUMAN	5-azacytidine-induced protein 2 (NF-kappa-B-activating kinase-associated protein 1) (Nak-associated protein 1) (Nap1) (TILP)	AZI2 NAP1 TBKBP2	Homo sapiens (Human)	392
Q9H6S3	reviewed	ES8L2_HUMAN	Epidermal growth factor receptor kinase substrate 8-like protein 2 (EPS8-like protein 2) (Epidermal growth factor receptor pathway substrate 8-related protein 2) (EPS8-related protein 2)	EPS8L2 EPS8R2 PP13181	Homo sapiens (Human)	715
Q9H6T3	reviewed	RPAP3_HUMAN	RNA polymerase II-associated protein 3	RPAP3	Homo sapiens (Human)	665
Q9H6W3	reviewed	RIOX1_HUMAN	Ribosomal oxygenase 1 (60S ribosomal protein L8 histidine hydroxylase) (Bifunctional lysine-specific demethylase and histidyl-hydroxylase NO66) (EC 1.14.11.27, EC 1.14.11.79) (Myc-associated protein with JmjC domain) (Nucleolar protein 66) (hsNO66) (Ribosomal oxygenase NO66) (ROX)	RIOX1 C14orf169 MAPJD NO66	Homo sapiens (Human)	641
Q9H6X2	reviewed	ANTR1_HUMAN	Anthrax toxin receptor 1 (Tumor endothelial marker 8)	ANTXR1 ATR TEM8	Homo sapiens (Human)	564
Q9H6Z4	reviewed	RANB3_HUMAN	Ran-binding protein 3 (RanBP3)	RANBP3	Homo sapiens (Human)	567
Q9H706	reviewed	GARE1_HUMAN	GRB2-associated and regulator of MAPK protein 1 (GRB2-associated and regulator of MAPK1)	GAREM1 C18orf11 FAM59A GAREM	Homo sapiens (Human)	876
Q9H741	reviewed	SPRNG_HUMAN	SREBP regulating gene protein (SREBF pathway regulator in Golgi 1)	SPRING1 C12orf49 SPRING	Homo sapiens (Human)	205
Q9H773	reviewed	DCTP1_HUMAN	dCTP pyrophosphatase 1 (EC 3.6.1.12) (Deoxycytidine-triphosphatase 1) (dCTPase 1) (RS21C6) (XTP3-transactivated gene A protein)	DCTPP1 XTP3TPA CDA03	Homo sapiens (Human)	170
Q9H777	reviewed	RNZ1_HUMAN	Zinc phosphodiesterase ELAC protein 1 (EC 3.1.26.11) (Deleted in Ma29) (ElaC homolog protein 1) (Ribonuclease Z 1) (RNase Z 1) (tRNA 3 endonuclease 1) (tRNase Z 1)	ELAC1 D29	Homo sapiens (Human)	363
Q9H790	reviewed	EXO5_HUMAN	Exonuclease V (Exo V) (hExo5) (EC 3.1.-.-) (Defects in morphology protein 1 homolog)	EXO5 C1orf176 DEM1	Homo sapiens (Human)	373
Q9H792	reviewed	PEAK1_HUMAN	Inactive tyrosine-protein kinase PEAK1 (Pseudopodium-enriched atypical kinase 1) (Sugen kinase 269) (Tyrosine-protein kinase SgK269)	PEAK1 KIAA2002	Homo sapiens (Human)	1746
Q9H7B2	reviewed	RPF2_HUMAN	Ribosome production factor 2 homolog (Brix domain-containing protein 1) (Ribosome biogenesis protein RPF2 homolog)	RPF2 BXDC1	Homo sapiens (Human)	306
Q9H7B4	reviewed	SMYD3_HUMAN	Histone-lysine N-methyltransferase SMYD3 (EC 2.1.1.354) (SET and MYND domain-containing protein 3) (Zinc finger MYND domain-containing protein 1)	SMYD3 ZMYND1 ZNFN3A1	Homo sapiens (Human)	428
Q9H7D0	reviewed	DOCK5_HUMAN	Dedicator of cytokinesis protein 5	DOCK5	Homo sapiens (Human)	1870
Q9H7D7	reviewed	WDR26_HUMAN	WD repeat-containing protein 26 (CUL4- and DDB1-associated WDR protein 2) (Myocardial ischemic preconditioning up-regulated protein 2)	WDR26 CDW2 MIP2 PRO0852	Homo sapiens (Human)	661
Q9H7E2	reviewed	TDRD3_HUMAN	Tudor domain-containing protein 3	TDRD3	Homo sapiens (Human)	651
Q9H7H0	reviewed	MET17_HUMAN	Ribosome assembly protein METTL17, mitochondrial (False p73 target gene protein) (Methyltransferase 11 domain-containing protein 1) (Methyltransferase-like protein 17) (Protein RSM22 homolog, mitochondrial)	METTL17 METT11D1	Homo sapiens (Human)	456
Q9H7M9	reviewed	VISTA_HUMAN	V-type immunoglobulin domain-containing suppressor of T-cell activation (Platelet receptor Gi24) (Stress-induced secreted protein-1) (Sisp-1) (V-set domain-containing immunoregulatory receptor) (V-set immunoregulatory receptor)	VSIR C10orf54 SISP1 VISTA PP2135 UNQ730/PRO1412	Homo sapiens (Human)	311
Q9H7P6	reviewed	MB12B_HUMAN	Multivesicular body subunit 12B (ESCRT-I complex subunit MVB12B) (Protein FAM125B)	MVB12B C9orf28 FAM125B	Homo sapiens (Human)	319
Q9H7X0	reviewed	NAA60_HUMAN	N-alpha-acetyltransferase 60 (hNaa60) (EC 2.3.1.259) (Histone acetyltransferase type B protein 4) (HAT4) (EC 2.3.1.48) (N-acetyltransferase 15) (N-alpha-acetyltransferase F) (NatF)	NAA60 HAT4 NAT15 UNQ2771/PRO7155	Homo sapiens (Human)	242
Q9H7Z3	reviewed	NRDE2_HUMAN	Nuclear exosome regulator NRDE2 (Protein NRDE2 homolog)	NRDE2 C14orf102	Homo sapiens (Human)	1164
Q9H7Z6	reviewed	KAT8_HUMAN	Histone acetyltransferase KAT8 (EC 2.3.1.48) (Lysine acetyltransferase 8) (MOZ, YBF2/SAS3, SAS2 and TIP60 protein 1) (MYST-1) (Males-absent on the first protein homolog) (hMOF) (Protein acetyltransferase KAT8) (EC 2.3.1.-) (Protein propionyltransferase KAT8) (EC 2.3.1.-)	KAT8 MOF MYST1 PP7073	Homo sapiens (Human)	458
Q9H813	reviewed	PACC1_HUMAN	Proton-activated chloride channel (PAC) (hPAC) (Acid-sensitive outwardly-rectifying anion channel) (ASOR) (Proton-activated outwardly rectifying anion channel) (PAORAC) (Transmembrane protein 206) (hTMEM206)	PACC1 C1orf75 TMEM206	Homo sapiens (Human)	350
Q9H814	reviewed	PHAX_HUMAN	Phosphorylated adapter RNA export protein (RNA U small nuclear RNA export adapter protein)	PHAX RNUXA	Homo sapiens (Human)	394
Q9H816	reviewed	DCR1B_HUMAN	5' exonuclease Apollo (EC 3.1.-.-) (Beta-lactamase DCLRE1B) (EC 3.5.2.6) (DNA cross-link repair 1B protein) (SNM1 homolog B) (SNMIB) (hSNM1B)	DCLRE1B SNM1B	Homo sapiens (Human)	532
Q9H832	reviewed	UBE2Z_HUMAN	Ubiquitin-conjugating enzyme E2 Z (EC 2.3.2.23) (E2 ubiquitin-conjugating enzyme Z) (Uba6-specific E2 conjugating enzyme 1) (Use1) (Ubiquitin carrier protein Z) (Ubiquitin-protein ligase Z)	UBE2Z HOYS7	Homo sapiens (Human)	354
Q9H840	reviewed	GEMI7_HUMAN	Gem-associated protein 7 (Gemin-7) (SIP3)	GEMIN7	Homo sapiens (Human)	131
Q9H845	reviewed	ACAD9_HUMAN	Complex I assembly factor ACAD9, mitochondrial (Acyl-CoA dehydrogenase family member 9) (ACAD-9) (EC 1.3.8.-)	ACAD9	Homo sapiens (Human)	621
Q9H867	reviewed	MT21D_HUMAN	Protein N-lysine methyltransferase METTL21D (EC 2.1.1.-) (Methyltransferase-like protein 21D) (VCP lysine methyltransferase) (VCP-KMT) (Valosin-containing protein lysine methyltransferase)	VCPKMT C14orf138 METTL21D	Homo sapiens (Human)	229
Q9H871	reviewed	RMD5A_HUMAN	E3 ubiquitin-protein transferase RMND5A (EC 2.3.2.27) (P44CTLH) (Protein RMD5 homolog A)	RMND5A	Homo sapiens (Human)	391
Q9H875	reviewed	PKRI1_HUMAN	PRKR-interacting protein 1	PRKRIP1	Homo sapiens (Human)	184
Q9H8M2	reviewed	BRD9_HUMAN	Bromodomain-containing protein 9 (Rhabdomyosarcoma antigen MU-RMS-40.8)	BRD9 UNQ3040/PRO9856	Homo sapiens (Human)	597
Q9H8M5	reviewed	CNNM2_HUMAN	Metal transporter CNNM2 (Ancient conserved domain-containing protein 2) (Cyclin-M2)	CNNM2 ACDP2	Homo sapiens (Human)	875
Q9H8S9	reviewed	MOB1A_HUMAN	MOB kinase activator 1A (Mob1 alpha) (Mob1A) (Mob1 homolog 1B) (Mps one binder kinase activator-like 1B)	MOB1A C2orf6 MOB4B MOBK1B MOBKL1B	Homo sapiens (Human)	216
Q9H8T0	reviewed	AKTIP_HUMAN	AKT-interacting protein (Ft1) (Fused toes protein homolog)	AKTIP FTS	Homo sapiens (Human)	292
Q9H8V3	reviewed	ECT2_HUMAN	Protein ECT2 (Epithelial cell-transforming sequence 2 oncogene)	ECT2	Homo sapiens (Human)	914
Q9H8W5	reviewed	TRI45_HUMAN	E3 ubiquitin-protein ligase TRIM45 (EC 2.3.2.27) (RING finger protein 99)	TRIM45 RNF99	Homo sapiens (Human)	580
Q9H8Y8	reviewed	GORS2_HUMAN	Golgi reassembly-stacking protein 2 (GRS2) (Golgi phosphoprotein 6) (GOLPH6) (Golgi reassembly-stacking protein of 55 kDa) (GRASP55) (p59)	GORASP2 GOLPH6	Homo sapiens (Human)	452
Q9H900	reviewed	ZWILC_HUMAN	Protein zwilch homolog (hZwilch)	ZWILCH	Homo sapiens (Human)	591
Q9H903	reviewed	MTD2L_HUMAN	Bifunctional methylenetetrahydrofolate dehydrogenase/cyclohydrolase 2, mitochondrial (NADP-dependent methylenetetrahydrofolate dehydrogenase 2-like protein) (MTHFD2-like) [Includes: NAD-dependent methylenetetrahydrofolate dehydrogenase (EC 1.5.1.15) (EC 1.5.1.5); Methenyltetrahydrofolate cyclohydrolase (EC 3.5.4.9)]	MTHFD2L	Homo sapiens (Human)	347
Q9H944	reviewed	MED20_HUMAN	Mediator of RNA polymerase II transcription subunit 20 (Mediator complex subunit 20) (TRF-proximal protein homolog) (hTRFP)	MED20 TRFP	Homo sapiens (Human)	212
Q9H974	reviewed	QTRT2_HUMAN	Queuine tRNA-ribosyltransferase accessory subunit 2 (Queuine tRNA-ribosyltransferase domain-containing protein 1)	QTRT2 QTRTD1	Homo sapiens (Human)	415
Q9H981	reviewed	ARP8_HUMAN	Actin-related protein 8 (hArp8) (INO80 complex subunit N)	ACTR8 ARP8 INO80N	Homo sapiens (Human)	624
Q9H993	reviewed	ARMT1_HUMAN	Damage-control phosphatase ARMT1 (EC 3.1.3.-) (Acidic residue methyltransferase 1) (Protein-glutamate O-methyltransferase) (EC 2.1.1.-) (Sugar phosphate phosphatase ARMT1)	ARMT1 C6orf211	Homo sapiens (Human)	441
Q9H999	reviewed	PANK3_HUMAN	Pantothenate kinase 3 (hPanK3) (EC 2.7.1.33) (Pantothenic acid kinase 3)	PANK3	Homo sapiens (Human)	370
Q9H9A5	reviewed	CNO10_HUMAN	CCR4-NOT transcription complex subunit 10	CNOT10	Homo sapiens (Human)	744
Q9H9A7	reviewed	RMI1_HUMAN	RecQ-mediated genome instability protein 1 (BLM-associated protein of 75 kDa) (BLAP75) (FAAP75)	RMI1 C9orf76	Homo sapiens (Human)	625
Q9H9B1	reviewed	EHMT1_HUMAN	Histone-lysine N-methyltransferase EHMT1 (EC 2.1.1.-) (EC 2.1.1.367) (Euchromatic histone-lysine N-methyltransferase 1) (Eu-HMTase1) (G9a-like protein 1) (GLP) (GLP1) (Histone H3-K9 methyltransferase 5) (H3-K9-HMTase 5) (Lysine N-methyltransferase 1D)	EHMT1 EUHMTASE1 GLP KIAA1876 KMT1D	Homo sapiens (Human)	1298
Q9H9E1	reviewed	ANRA2_HUMAN	Ankyrin repeat family A protein 2 (RFXANK-like protein 2)	ANKRA2 ANKRA	Homo sapiens (Human)	313
Q9H9E3	reviewed	COG4_HUMAN	Conserved oligomeric Golgi complex subunit 4 (COG complex subunit 4) (Component of oligomeric Golgi complex 4)	COG4	Homo sapiens (Human)	785
Q9H9F9	reviewed	ARP5_HUMAN	Actin-related protein 5 (hARP5) (Sarcoma antigen NY-SAR-16)	ACTR5 ARP5	Homo sapiens (Human)	607
Q9H9G7	reviewed	AGO3_HUMAN	Protein argonaute-3 (Argonaute3) (hAgo3) (EC 3.1.26.n2) (Argonaute RISC catalytic component 3) (Eukaryotic translation initiation factor 2C 3) (eIF-2C 3) (eIF2C 3)	AGO3 EIF2C3	Homo sapiens (Human)	860
Q9H9H4	reviewed	VP37B_HUMAN	Vacuolar protein sorting-associated protein 37B (hVps37B) (ESCRT-I complex subunit VPS37B)	VPS37B	Homo sapiens (Human)	285
Q9H9J2	reviewed	RM44_HUMAN	Large ribosomal subunit protein mL44 (EC 3.1.26.-) (39S ribosomal protein L44, mitochondrial) (L44mt) (MRP-L44)	MRPL44	Homo sapiens (Human)	332
Q9H9L4	reviewed	KANL2_HUMAN	KAT8 regulatory NSL complex subunit 2 (NSL complex protein NSL2) (Non-specific lethal 2 homolog)	KANSL2 C12orf41 NSL2	Homo sapiens (Human)	492
Q9H9Q2	reviewed	CSN7B_HUMAN	COP9 signalosome complex subunit 7b (SGN7b) (Signalosome subunit 7b) (JAB1-containing signalosome subunit 7b)	COPS7B CSN7B	Homo sapiens (Human)	264
Q9H9Q4	reviewed	NHEJ1_HUMAN	Non-homologous end-joining factor 1 (Protein cernunnos) (XRCC4-like factor)	NHEJ1 XLF	Homo sapiens (Human)	299
Q9H9S0	reviewed	NANOG_HUMAN	Homeobox protein NANOG (Homeobox transcription factor Nanog) (hNanog)	NANOG	Homo sapiens (Human)	305
Q9H9S5	reviewed	FKRP_HUMAN	Ribitol 5-phosphate transferase FKRP (EC 2.7.8.-) (Fukutin-related protein) (Ribitol-5-phosphate transferase)	FKRP	Homo sapiens (Human)	495
Q9H9T3	reviewed	ELP3_HUMAN	Elongator complex protein 3 (hELP3) (EC 2.3.1.311) (tRNA uridine(34) acetyltransferase)	ELP3	Homo sapiens (Human)	547
Q9H9Y6	reviewed	RPA2_HUMAN	DNA-directed RNA polymerase I subunit RPA2 (RNA polymerase I subunit 2) (EC 2.7.7.6) (DNA-directed RNA polymerase I 135 kDa polypeptide) (RPA135)	POLR1B	Homo sapiens (Human)	1135
Q9H9Z2	reviewed	LN28A_HUMAN	Protein lin-28 homolog A (Lin-28A) (Zinc finger CCHC domain-containing protein 1)	LIN28A CSDD1 LIN28 ZCCHC1	Homo sapiens (Human)	209
Q9HA47	reviewed	UCK1_HUMAN	Uridine-cytidine kinase 1 (UCK 1) (EC 2.7.1.48) (Cytidine monophosphokinase 1) (Uridine monophosphokinase 1)	UCK1 URK1	Homo sapiens (Human)	277
Q9HA72	reviewed	CAHM2_HUMAN	Calcium homeostasis modulator protein 2 (Protein FAM26B)	CALHM2 FAM26B	Homo sapiens (Human)	323
Q9HAB8	reviewed	PPCS_HUMAN	Phosphopantothenate--cysteine ligase (EC 6.3.2.51) (Phosphopantothenoylcysteine synthetase) (PPC synthetase)	PPCS COAB	Homo sapiens (Human)	311
Q9HAC7	reviewed	SUCHY_HUMAN	Succinyl-CoA:glutarate CoA-transferase (EC 2.8.3.-) (Dermal papilla-derived protein 13) (Dicarboxyl-CoA:dicarboxylic acid coenzyme A transferase SUGCT) (Succinate--hydroxymethylglutarate CoA-transferase) (EC 2.8.3.13)	SUGCT C7orf10 DERP13	Homo sapiens (Human)	438
Q9HAD4	reviewed	WDR41_HUMAN	WD repeat-containing protein 41	WDR41 MSTP048	Homo sapiens (Human)	459
Q9HAE3	reviewed	CLXN_HUMAN	Calaxin (EF-hand calcium-binding domain-containing protein 1)	CLXN EFCAB1 ODAD5	Homo sapiens (Human)	211
Q9HAI6	reviewed	TASL_HUMAN	TLR adapter interacting with SLC15A4 on the lysosome	TASL CXorf21	Homo sapiens (Human)	301
Q9HAJ7	reviewed	SP30L_HUMAN	Histone deacetylase complex subunit SAP30L (HCV non-structural protein 4A-transactivated protein 2) (Sin3 corepressor complex subunit SAP30L) (Sin3-associated protein p30-like)	SAP30L NS4ATP2	Homo sapiens (Human)	183
Q9HAN9	reviewed	NMNA1_HUMAN	Nicotinamide/nicotinic acid mononucleotide adenylyltransferase 1 (NMN/NaMN adenylyltransferase 1) (EC 2.7.7.1) (EC 2.7.7.18) (Nicotinamide-nucleotide adenylyltransferase 1) (NMN adenylyltransferase 1) (Nicotinate-nucleotide adenylyltransferase 1) (NaMN adenylyltransferase 1)	NMNAT1 NMNAT	Homo sapiens (Human)	279
Q9HAP6	reviewed	LIN7B_HUMAN	Protein lin-7 homolog B (Lin-7B) (hLin7B) (Mammalian lin-seven protein 2) (MALS-2) (Vertebrate lin-7 homolog 2) (Veli-2) (hVeli2)	LIN7B MALS2 VELI2 UNQ3116/PRO10200	Homo sapiens (Human)	207
Q9HAQ2	reviewed	KIF9_HUMAN	Kinesin-like protein KIF9	KIF9	Homo sapiens (Human)	790
Q9HAR2	reviewed	AGRL3_HUMAN	Adhesion G protein-coupled receptor L3 (Calcium-independent alpha-latrotoxin receptor 3) (CIRL-3) (Latrophilin-3) (Lectomedin-3)	ADGRL3 KIAA0768 LEC3 LPHN3	Homo sapiens (Human)	1447
Q9HAS3	reviewed	S28A3_HUMAN	Solute carrier family 28 member 3 (Concentrative Na(+)-nucleoside cotransporter 3) (CNT 3) (hCNT3)	SLC28A3 CNT3	Homo sapiens (Human)	691
Q9HAT8	reviewed	PELI2_HUMAN	E3 ubiquitin-protein ligase pellino homolog 2 (Pellino-2) (EC 2.3.2.27) (RING-type E3 ubiquitin transferase pellino homolog 2)	PELI2	Homo sapiens (Human)	420
Q9HAU0	reviewed	PKHA5_HUMAN	Pleckstrin homology domain-containing family A member 5 (PH domain-containing family A member 5) (Phosphoinositol 3-phosphate-binding protein 2) (PEPP-2)	PLEKHA5 KIAA1686 PEPP2	Homo sapiens (Human)	1116
Q9HAU4	reviewed	SMUF2_HUMAN	E3 ubiquitin-protein ligase SMURF2 (hSMURF2) (EC 2.3.2.26) (HECT-type E3 ubiquitin transferase SMURF2) (SMAD ubiquitination regulatory factor 2) (SMAD-specific E3 ubiquitin-protein ligase 2)	SMURF2	Homo sapiens (Human)	748
Q9HAU5	reviewed	RENT2_HUMAN	Regulator of nonsense transcripts 2 (Up-frameshift suppressor 2 homolog) (hUpf2)	UPF2 KIAA1408 RENT2	Homo sapiens (Human)	1272
